Date publication;Type de publication;Titre;Libellé recommandation;Destinataire 1;Destinataire 2;Destinataire 3
12/03/2015;Rapport effectué pour le Parlement;Le recours par l'Etat aux conseils extérieurs;Prévoir, dans les cahiers des charges des marchés de conseil, les modalités de transfert des compétences entre les prestataires et l'administration et inclure à cet effet une clause spécifique dans le cahier des clauses administratives générales.;Premier Ministre; ; 
12/03/2015;Rapport effectué pour le Parlement;Le recours par l'Etat aux conseils extérieurs;Valoriser les fonctions de responsable du pilotage des missions de conseil extérieur au moyen d'un positionnement plus attractif et de formations adaptées.;Premier Ministre; ; 
12/03/2015;Rapport effectué pour le Parlement;Le recours par l'Etat aux conseils extérieurs;Développer, dans un cadre interministériel, des outils de capitalisation et de partage (bases de données, espaces partagés) des résultats des prestations.;Premier Ministre; ; 
03/11/2015;Rapport effectué pour le Parlement;Le transfert de services de l'INSEE à Metz - Bilan d'étape;Fixer par décision interministérielle, le nombre d'emplois de l'INSEE, de la DREES et la DARES devant être délocalisés ou transférés à Metz.;Premier Ministre;Ministère chargé de l'Économie et des Finances;INSEE
03/11/2015;Rapport effectué pour le Parlement;Le transfert de services de l'INSEE à Metz - Bilan d'étape;Veiller à ce que les locaux rénovés de l'ancienne gare impériale soient occupés à pleine capacité, conformément aux normes de la politique immobilière de l'Etat.;Premier Ministre;Ministère chargé de l'Économie et des Finances;INSEE
03/11/2015;Rapport effectué pour le Parlement;Le transfert de services de l'INSEE à Metz - Bilan d'étape;Ne pas pérenniser l'avantage obtenu par l'INSEE en matière d'allégement du schéma d'emplois à la faveur de l'installation du CSM et en tenir compte lors de la détermination du prochain budget triennal.;Premier Ministre;Ministère chargé de l'Économie et des Finances;INSEE
16/09/2015;Rapport effectué pour le Parlement;Les aides personnelles au logement;"Simplifier les modalité de prise en compte des changement de situation (dates d'accès aux droits, calcul des montants mensuels d'aide, impact des changements de situation professionnelles) des bénéficiaires afin d'améliorer la prévisibilité des aides ;";Ministère chargé du logement;Ministère chargé du Budget et des comptes publics;Ministère chargé de la Santé et des affaires sociales
16/09/2015;Rapport effectué pour le Parlement;Les aides personnelles au logement;"analyser la réalité et l'étendue de l'effet inflationniste des aides personnelles au logement ;";Ministère chargé du logement;Ministère chargé du Budget et des comptes publics;Ministère chargé de la Santé et des affaires sociales
16/09/2015;Rapport effectué pour le Parlement;Les aides personnelles au logement;"renforcer le pilotage budgétaire des aides au logement, en unifiant les hypothèses macro-économiques retenues par les administrations concernées et en améliorant la connaissances des déterminants réels de la dépense ;";Ministère chargé du logement;Ministère chargé du Budget et des comptes publics;Ministère de l'Intérieur
16/09/2015;Rapport effectué pour le Parlement;Les aides personnelles au logement;"mettre en place une base de données sur les logements, pilotée par le ministère du logement, avec le concours de la DGFIP at accessible aux prestataires des aides ;";Ministère chargé du logement;Ministère chargé du Budget et des comptes publics;Ministère chargé de la Santé et des affaires sociales
16/09/2015;Rapport effectué pour le Parlement;Les aides personnelles au logement;"réformer le régime d'aide au logement des étudiants, en introduisant un droit d'option entre bénéfice de l'aide personnelle et rattachement de l'étudiant au foyer fiscal parental ;";Ministère chargé du logement;Ministère chargé du Budget et des comptes publics;Ministère chargé de la Santé et des affaires sociales
16/09/2015;Rapport effectué pour le Parlement;Les aides personnelles au logement;engager une réflexion sur la fusion à moyen terme  des aides personnnelles au logement avec certains minima sociauxd et la future prime d'activité.;Ministère chargé du logement;Ministère chargé du Budget et des comptes publics;Ministère chargé de la Santé et des affaires sociales
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Mettre en place, après une analyse économique rétrospective et prospective, un mécanisme efficace de couverture du risque de change, sans préjudice d'un ajustement des crédits dans le cadre de la programmation budgétaire.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Recouvrer les reliquats de crédits enregistrés dans les comptes de l'ONU.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Envisager, dans le cadre d'un réaménagement de l'architecture budgétaire de la mission Action extérieure de l'État, la création d'un programme consacré aux contributions internationales obligatoires et volontaires.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Au-delà des actions destinées à contenir les diverses demandes concernant les missions politiques spéciales, renforcer leur suivi en veillant, lors des négociations multilatérales, à porter une analyse critique sur leur nombre et leur efficacité.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Encourager l'accélération des procédures de retrait pour les trois OMP programmées en ce sens.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Mettre au point, dans le mécanisme de suivi budgétaire du MAEDI, un système d'anticipation à moyen terme, afin de disposer de perspectives de soutenabilité du budget consacré aux OMP et de formuler clairement les objectifs du ministère.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Au sein des instances de gouvernance, encourager fermement les organisations internationales à soutenir leurs projets immobiliers par des financements alternatifs aux contributions nationales.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Mettre en place, au-delà de l'outil existant portant sur la gouvernance, une évaluation précise et complète de la performance des organisations internationales bénéficiaires de contributions volontaires qui permette, sans méconnaître l'importance du choix politique, de construire des priorités au regard de critères objectivables.;Ministère chargé des affaires étrangères et européennes; ; 
02/11/2015;Rapport effectué pour le Parlement;Les contributions internationales de la France 2007-2014;Mettre en place, dans les ambassades ayant à suivre les OMP les plus lourdes et les MPS les plus importantes, une cellule de suivi de ces opérations.;Ministère chargé des affaires étrangères et européennes; ; 
08/04/2015;Rapport effectué pour le Parlement;Les soutiens à la filière forêt-bois;"Créer une instance interministérielle unique de réflexion et de pilotage stratégique de la politique de soutien à la filière forêt-bois ;";Ministère chargé de l'Agriculture et de l'Alimentation; ; 
08/04/2015;Rapport effectué pour le Parlement;Les soutiens à la filière forêt-bois;Organiser une gouvernance unifiée et élaborer une stratégie pour la filière. Dans un premier temps, éviter les contradictions entre le contrat de filière issu du comité stratégique de filière « industries du bois » et le « programme national de la forêt et du bois » issu du conseil supérieur de la forêt et du bois;Ministère chargé de l'Agriculture et de l'Alimentation; ; 
08/04/2015;Rapport effectué pour le Parlement;Les soutiens à la filière forêt-bois;"Confier aux comités régionaux de la forêt et du bois la responsabilité de l'animation et du financement de la filière au niveau local ;";Ministère chargé de l'Agriculture et de l'Alimentation; ; 
08/04/2015;Rapport effectué pour le Parlement;Les soutiens à la filière forêt-bois;Confier intégralement au centre national de la propriété forestière la mission de développement forestier pour les forêts privées, et en décharger les chambres d'agriculture;Ministère chargé de l'Agriculture et de l'Alimentation; ; 
08/04/2015;Rapport effectué pour le Parlement;Les soutiens à la filière forêt-bois;Supprimer par étapes successives l'exonération applicable à la forêt privée pour le calcul de l'impôt de solidarité sur la fortune et des droits de mutation à titre gratuit;Ministère chargé de l'Agriculture et de l'Alimentation; ; 
08/04/2015;Rapport effectué pour le Parlement;Les soutiens à la filière forêt-bois;Renforcer la tutelle sur le centre national de la propriété forestière et veiller à ce que ses priorités d'action, parmi lesquelles devrait figurer la vérification de l'application des documents de gestion durable, soient définies et mises en oeuvre au niveau local;Ministère chargé de l'Agriculture et de l'Alimentation; ; 
